10:00,大体育館,グリーンホール,外ステージ
10:30,$h4吹奏楽部<br>10:10-11:50,,
11:00,,$h2ダンス部（雨天時）<br>10:25-11:40,$h2ダンス部<br>10:25-11:40
11:30,,,
12:00,,,
12:30,$h2軽音楽部<br>11:55-12:55,,
13:00,,$h2高校演劇部<br>12:40-13:40,
13:30,ダンス部<br>13:00-13:40,,
14:00,$h3Mステ<br>13:45-15:00,,
14:30,,$h2中学演劇部<br>14:20-14:45,
15:00,,,
